7.000000e+00 4.236639e+01 1.306945e+01
1.400000e+01 5.248847e+01 2.397878e+01
2.300000e+01 1.187480e+02 7.161825e+01
2.900000e+01 1.829611e+02 1.035204e+02
3.400000e+01 2.672289e+02 1.401927e+02
3.500000e+01 2.609764e+02 1.533218e+02
3.600000e+01 2.308315e+02 1.374298e+02
3.700000e+01 2.070743e+02 1.101711e+02
4.000000e+01 1.181862e+02 6.282524e+01
4.200000e+01 1.108482e+02 5.944595e+01
4.400000e+01 9.876130e+01 4.135047e+01
4.700000e+01 8.113561e+01 4.077527e+01
4.900000e+01 7.151416e+01 4.188331e+01
5.100000e+01 7.042556e+01 6.338650e+01
5.400000e+01 1.852676e+01 3.705352e+01
5.600000e+01 1.468650e+01 2.937301e+01
6.100000e+01 1.741392e+01 3.482783e+01
6.300000e+01 1.674593e+01 3.349186e+01
6.800000e+01 1.552366e+01 3.104732e+01
