7.000000e+00 4.487212e+01 2.029041e+01
1.400000e+01 5.917572e+01 4.113379e+01
2.300000e+01 1.125244e+02 5.120481e+01
2.900000e+01 2.112474e+02 1.273058e+02
3.400000e+01 3.461682e+02 1.477884e+02
3.500000e+01 3.743909e+02 1.525717e+02
3.600000e+01 3.404008e+02 1.311804e+02
3.700000e+01 3.445340e+02 1.379538e+02
4.000000e+01 2.838585e+02 1.365538e+02
4.200000e+01 2.917907e+02 1.674145e+02
4.400000e+01 2.662502e+02 1.683854e+02
4.700000e+01 2.642570e+02 1.805123e+02
4.900000e+01 2.843162e+02 2.045188e+02
5.100000e+01 2.729344e+02 2.071203e+02
5.400000e+01 2.830841e+02 2.101320e+02
5.600000e+01 2.784735e+02 2.037403e+02
6.100000e+01 3.106542e+02 2.760582e+02
6.300000e+01 3.300148e+02 2.867492e+02
6.800000e+01 3.278482e+02 3.706615e+02
