7.000000e+00 4.183376e+01 2.050852e+01
1.400000e+01 5.917564e+01 3.728767e+01
2.300000e+01 1.080395e+02 4.586174e+01
2.900000e+01 2.069813e+02 1.170496e+02
3.400000e+01 3.368669e+02 1.152121e+02
3.500000e+01 3.635611e+02 1.161654e+02
3.600000e+01 3.324474e+02 8.592356e+01
3.700000e+01 3.360287e+02 9.770472e+01
4.000000e+01 2.795223e+02 1.069073e+02
4.200000e+01 2.892164e+02 1.429990e+02
4.400000e+01 2.649663e+02 1.488633e+02
4.700000e+01 2.642570e+02 1.624095e+02
4.900000e+01 2.843162e+02 1.879538e+02
5.100000e+01 2.729344e+02 1.939926e+02
5.400000e+01 2.830841e+02 1.953422e+02
5.600000e+01 2.784735e+02 1.884247e+02
6.100000e+01 3.106542e+02 2.698614e+02
6.300000e+01 3.300148e+02 2.788864e+02
6.800000e+01 3.278482e+02 3.773250e+02
