7.000000e+00 3.431332e+01 2.406361e+01
1.400000e+01 4.104244e+01 3.284347e+01
2.300000e+01 7.756102e+01 8.383261e+01
2.900000e+01 2.447263e+02 1.544264e+02
3.400000e+01 4.266976e+02 2.429736e+02
3.500000e+01 4.253818e+02 2.385844e+02
3.600000e+01 4.216896e+02 2.705635e+02
3.700000e+01 4.453727e+02 2.889820e+02
4.000000e+01 4.055978e+02 2.763394e+02
4.200000e+01 4.501289e+02 2.985597e+02
4.400000e+01 3.995841e+02 2.909824e+02
4.700000e+01 4.672778e+02 3.530974e+02
4.900000e+01 5.756646e+02 4.442854e+02
5.100000e+01 5.829958e+02 4.609327e+02
5.400000e+01 6.416990e+02 5.131565e+02
5.600000e+01 7.890792e+02 6.236470e+02
6.100000e+01 1.009104e+03 8.009908e+02
6.300000e+01 1.150331e+03 9.161859e+02
6.800000e+01 1.542963e+03 1.231833e+03
