7.000000e+00 2.440650e+01 2.159754e+01
1.400000e+01 4.929795e+01 1.705736e+01
2.300000e+01 4.812140e+01 1.827722e+01
2.900000e+01 1.019772e+02 5.371725e+01
3.400000e+01 1.747687e+02 1.124502e+02
3.500000e+01 2.011021e+02 1.222616e+02
3.600000e+01 2.242599e+02 1.612597e+02
3.700000e+01 2.196190e+02 1.504954e+02
4.000000e+01 2.378729e+02 1.870227e+02
4.200000e+01 2.976086e+02 2.100527e+02
4.400000e+01 3.148694e+02 2.184632e+02
4.700000e+01 4.010028e+02 2.825754e+02
4.900000e+01 4.707785e+02 3.097754e+02
5.100000e+01 5.020835e+02 3.646319e+02
5.400000e+01 5.464177e+02 3.721488e+02
5.600000e+01 6.901649e+02 4.647288e+02
6.100000e+01 9.364643e+02 5.675870e+02
6.300000e+01 1.043765e+03 7.020349e+02
6.800000e+01 1.238730e+03 7.363759e+02
