7.000000e+00 3.586838e+01 1.271379e+01
1.400000e+01 4.767920e+01 1.967774e+01
2.300000e+01 7.175168e+01 4.426499e+01
2.900000e+01 1.395350e+02 8.178472e+01
3.400000e+01 2.659573e+02 1.358617e+02
3.500000e+01 2.708130e+02 1.264568e+02
3.600000e+01 2.828490e+02 1.500473e+02
3.700000e+01 2.800311e+02 2.009468e+02
4.000000e+01 3.063026e+02 1.486086e+02
4.200000e+01 3.604101e+02 2.638272e+02
4.400000e+01 3.805125e+02 2.211061e+02
4.700000e+01 4.129552e+02 2.160669e+02
4.900000e+01 4.717339e+02 3.118492e+02
5.100000e+01 5.515000e+02 2.606318e+02
5.400000e+01 5.995764e+02 3.774852e+02
5.600000e+01 7.002902e+02 4.951780e+02
6.100000e+01 9.555698e+02 7.061296e+02
6.300000e+01 9.746409e+02 6.268138e+02
6.800000e+01 1.312085e+03 8.542468e+02
