7.000000e+00 3.438931e+01 1.736722e+01
1.400000e+01 4.877377e+01 2.281247e+01
2.300000e+01 1.110373e+02 7.153336e+01
2.900000e+01 1.620148e+02 1.155222e+02
3.400000e+01 2.526613e+02 1.454178e+02
3.500000e+01 2.496383e+02 1.605481e+02
3.600000e+01 2.406112e+02 1.268778e+02
3.700000e+01 2.131903e+02 9.458307e+01
4.000000e+01 1.256394e+02 4.328766e+01
4.200000e+01 1.196062e+02 3.667085e+01
4.400000e+01 9.274318e+01 3.465925e+01
4.700000e+01 8.113561e+01 2.079738e+01
4.900000e+01 7.151416e+01 3.023567e+01
5.100000e+01 7.042556e+01 6.150098e+01
5.400000e+01 1.852676e+01 4.037813e+01
5.600000e+01 1.468650e+01 3.200849e+01
6.100000e+01 1.741392e+01 3.795275e+01
6.300000e+01 1.674593e+01 3.649691e+01
6.800000e+01 1.552366e+01 3.383303e+01
