7.000000e+00 3.098874e+01 1.775223e+01
1.400000e+01 3.464065e+01 2.539832e+01
2.300000e+01 6.190568e+01 3.389275e+01
2.900000e+01 1.349943e+02 6.510771e+01
3.400000e+01 2.573248e+02 1.234830e+02
3.500000e+01 2.379994e+02 1.096700e+02
3.600000e+01 2.272853e+02 1.350832e+02
3.700000e+01 2.072351e+02 1.296345e+02
4.000000e+01 1.635528e+02 8.469327e+01
4.200000e+01 1.489097e+02 7.878322e+01
4.400000e+01 1.417399e+02 7.989866e+01
4.700000e+01 1.378401e+02 7.188917e+01
4.900000e+01 1.221327e+02 8.897989e+01
5.100000e+01 9.133573e+01 7.896473e+01
5.400000e+01 5.932545e+01 7.870763e+01
5.600000e+01 6.992932e+01 9.059006e+01
6.100000e+01 4.773438e+01 5.884426e+01
6.300000e+01 7.007631e+01 6.555749e+01
6.800000e+01 7.177950e+01 6.165534e+01
